NR,AU,AUNR
n236,"Mauricio Beltran, William",1.0
n236,"Medina-Morales, Nicolas",2.0
n236,"Roberto, Yenny",3.0
n237,"Caicedo Pineda, Gerardo A.",1.0
n237,"Marquez Godoy, Marco A.",2.0
n238,"Leonardo Londono, Oscar",1.0
n239,"Villegas-Rodriguez, Ernesto",1.0
n239,"Sandoval-Betancour, Gustavo",2.0
n239,"Isabel Casas-Matiz, Elvia",3.0
n239,"Alfonso Cortes-Cely, Oscar",4.0
n239,"Fernando Molina-Prieto, Luis",5.0
n240,"Bernier Yanes, Javier Enrique",1.0
n241,"Jimenez Meneses, Orian",1.0
n242,"Johanna Lancheros, Heidy",1.0
n242,"Low, Amalia",2.0
n243,"Crispin, Jairo",1.0
n244,"Hinestrosa, Fernando",1.0
n245,"Ortiz Calderon, Martha Lucia",1.0
n246,"Cepeda Sanchez, Hernando",1.0
n247,"Contreras P, Andres Felipe",1.0
n248,"Moreno Cardozo, Belen del Rocio",1.0
n249,"Munera Ruiz, Leopoldo",1.0
n250,"Sanchez Sanchez, Abraham",1.0
n251,"Alexandra Jimenez, Jenny",1.0
n251,"Patarroyo, Santiago",2.0
n252,"Carreno, Sofia",1.0
n253,"Giraldo Jaramillo, Francisco",1.0
n254,"Carrillo Bohorquez, Elizabeth",1.0
n255,"Corredor, German",1.0
n256,"Nieto Rojas, Jorge Hernando",1.0
n257,"Quintero Cruz, Lady Johana",1.0
n258,"Zabala Sandoval, Oscar Yesid",1.0
n259,"Acevedo-Rueda, Oscar",1.0
n259,"Patricia Fernandez-Morales, Gloria",2.0
n259,"Ramirez Patino, Juan Fernando",3.0
n260,"Jutinico-Shubach, Adriana",1.0
n260,"Gutierrez-Cortes, Carolina",2.0
n260,"Suarez, Hector",3.0
n261,"Ignacio Ruiz-Perez, Jose",1.0
n261,"Herrera Rojas, Aura Nidia",2.0
n262,"Aldana Pardo, Andres Felipe",1.0
n263,"Carlos Mendoza-Collados, Juan",1.0
n264,"Alexander Orrego-Chica, John",1.0
n264,"Andres Vieira-Salazar, Jaime",2.0
n265,"Camila Acosta-Uzeta, Laura",1.0
n265,"Aurelio Diaz, Jorge",2.0
n266,"Ortega Chacon, Orlando",1.0
n267,"Aguilar Pirachican, Manuel Rodrigo",1.0
n268,"Moreno Cardozo, Belen del Rocio",1.0
n269,"Palau-Castano, Luis Alfonso",1.0
n270,"Posso-Restrepo, Patricia",1.0
n271,"Rodriguez Florez, Juan Carlos",1.0
n272,"Olaya Perdomo, Noel",1.0
n273,"Guzman, Diego",1.0
n274,"Palacios Mena, Denier",1.0
n274,"Moreno Rodallega, Maryuri",2.0
n275,"Angarita Usuga, Juan Pablo",1.0
n276,"Aparicio Barrera, Juan",1.0
n276,"Ruiz Perez, Jose Ignacio",2.0
n276,"Higuera Cruz, Juan Francisco",3.0
n277,"Alexander Romero-Torres, Edwin",1.0
n277,"Ovalle Garay, Jairo Hernan",2.0
n278,"Buritica-Arango, Esteban",1.0
n278,"Garzon Correa, Camilo Andres",2.0
n279,"Santacruz, C.",1.0
n279,"Munoz-Perea, C. G.",2.0
n279,"Angel S, J. C.",3.0
n279,"Angel, C. A.",4.0
n280,"Camacho Moreno, German",1.0
n280,"Imbachi, Luisa F.",2.0
n280,"Leal, Aura L.",3.0
n280,"Moreno, Vivian M.",4.0
n280,"Patino, Jaime A.",5.0
n280,"Gutierrez, Ivan F.",6.0
n280,"Beltran, Sandra",7.0
n280,"Alvarez-Olmos, Martha I.",8.0
n280,"Marino, Cristina",9.0
n280,"Barrero, Rocio",10.0
n280,"Espinosa, Fabio",11.0
n280,"Ramos, Nicolas",12.0
n280,"Castellar, Liliana P.",13.0
n280,"Sanchez, Nella",14.0
n280,"Montanez, Anita",15.0
n281,"Villamil Morales, Ivan Mauricio",1.0
n281,"Gallego Ospina, Daniel Mauricio",2.0
n281,"Otero Regino, William Alberto",3.0
n282,"Castaneda Rodriguez, Victor Mauricio",1.0
n283,"Murcia Neira, Andres",1.0
n284,"Catolico Segura, Diego Fernando",1.0
n284,"Santos, Gerardo",2.0
n285,"Erazo Munoz, Pablo Andres",1.0
n285,"Riano Casallas, Martha Isabel",2.0
n286,"Florez Quintero, Daian Tatiana",1.0
n287,"COmbita Mora, Gonzalo",1.0
n288,"Silva, Gustavo",1.0
n288,"Reyes, Gustavo",2.0
n288,"Pena, Gustavo",3.0
n288,"Rosas, Alejandro",4.0
n289,"Ceballos Rosero, Franco",1.0
n290,"Ramirez Rivas, Andrea Del Pilar",1.0
n291,"Malpica Zapata, William A.",1.0
n291,"Gomez Caicedo, Melva Ines",2.0
n291,"Villa Martinez, Alvaro",3.0
n292,"Sebastian-Flores, Juan",1.0
n292,"Gabriela-Cortes, Lina",2.0
n293,"Cristina Hormecheas-Tapia, Karen",1.0
n293,"Legarda-Lopez, Milena",2.0
n293,"Lugo Ruiz-Castaneda, Walter",3.0
n293,"Luisa Villalba-Morales, Maria",4.0
n294,"Pantoja Rojas, Liliana Maria",1.0
n294,"Moreno Sandoval, Luis Gabriel",2.0
n295,"Alvarado-Socarras, Jorge L.",1.0
n295,"Gomez-Capacho, Andrea",2.0
n295,"Nino-Tovar, Maria A.",3.0
n295,"Pinilla-Orejana, Adriana",4.0
n296,"Duarte, Diana",1.0
n296,"Dario Bernal, Luis",2.0
n297,"Joya-Valbuena, Daniela",1.0
n298,"Ochoa, Lina",1.0
n299,"Serrano, Gonzalo",1.0
n300,"Marquez Valderrama, Jorge",1.0
n301,"Augusto Agudelo-Gomez, Cesar",1.0
n302,"Viviescas, Victor",1.0
n303,"Reveron Pena, Maria Isabel",1.0
n303,"Parra Perez, Mario Antonio",2.0
n304,"Alfonso Palau-Castano, Luis",1.0
n305,"Libia Cardenas, Melba",1.0
n306,"Nieto Rojas, General Jorge Hernando",1.0
n307,"Ariza Lopez, Ricardo Arturo",1.0
n308,"Cristina Sierra-Vargas, Elsy",1.0
n308,"Arlex Munoz-Mejia, Oscar",2.0
n308,"Angel Zamudio-Burbano, Miguel",3.0
n308,"David Gomez-Corrales, Juan",4.0
n308,"Alfonso Builes-Barrera, Carlos",5.0
n308,"Roman-Gonzalez, Alejandro",6.0
n309,"Cardenas Pena, Oscar Andres",1.0
n310,"Bedoya Rodriguez, Nicole",1.0
n310,"Helena Robledo, Beatriz",2.0
n311,"Sanchez Mayorga, Angie Catalina",1.0
n312,"Dhalila Barajas-Ochoa, Lorent",1.0
n312,"Paula Cortes-Vargas, Maria",2.0
n312,"Andrea Mejia-Nieto, Leidy",3.0
n312,"Andres Rondon-Ochoa, Juan",4.0
n312,"Carreno-Moreno, Sonia",5.0
n313,"Cardona, Erika Yohanna Bedova",1.0
n314,"Cely A, Flor Emilce",1.0
n315,"Lopez Restrepo, Andres",1.0
n316,"Moreno Daza, Jonatan",1.0
n316,"Cardenas Quijano, Catalina",2.0
n316,"Cardenas Beltran, Jesus Maria",3.0
n316,"Nieto Aldana, Juan Carlos",4.0
n316,"Lopera Sanchez, Juan Jose",5.0
n317,"Rodriguez Jimenez, Pablo",1.0
n318,"Medina Gutierrez, Felipe",1.0
n319,"Duque Franco, Isabel",1.0
n320,"Zaoui, Pierre",1.0
n321,"Biel-portero, Israel",1.0
n321,"Armando Hernandez-Silva, Romel",2.0
n322,"Godin, Christian",1.0
n323,"Mesa Suarez, Mariela Andrea",1.0
n324,"Aparicio Barrera, Capitan Juan",1.0
n325,"Colon Llamas, Luis Carlos",1.0
n326,"Crispin, Jairo",1.0
n327,"Ernesto Cely, Julian",1.0
n327,"Mauricio Beltran, William",2.0
n328,"Hernandez, Nicole",1.0
n328,"Lizarazo-Marriaga, Juan",2.0
n328,"Angel Rivas, Miguel",3.0
n329,"Hinestrosa, Fernando",1.0
n330,"Niebles Lara, Enith Cecilia",1.0
n330,"Medina Castaneda, Yilman",2.0
n330,"Garzon Solano, Jimmy Enrique",3.0
n331,"Bustamante Fontecha, Alejandro",1.0
n332,"Moreno Cadavid, Julian",1.0
n332,"Vanegas Madrigal, Hernan Dario",2.0
n333,"Rodriguez Ortiz, Juan Sebastian",1.0
n334,"Martinez Lopez, Carolina",1.0
n334,"Rivera Paja, Albin Osvaldo",2.0
n334,"Menjivar Flores, Juan Carlos",3.0
n335,"Villaveces, Andres",1.0
n336,"Velez Agudelo, Jorge Luis",1.0
n337,"Velandia, Mauricio",1.0
n338,"Alfonso Palau-Castano, Luis",1.0
n339,"Gomez Lozano, Luisa Fernanda",1.0
n340,"Burgos Claros, Otoniel",1.0
n341,"Rey Castro, Erika Tatiana",1.0
n342,"Cells Ospina, Juan Carlos",1.0
n342,"Sastoque Herrera, Ana Milena",2.0
n342,"Dominguez, Oscar Andres",3.0
n343,"Hinestrosa, Fernando",1.0
n344,"Quintero, Oscar",1.0
n345,"Corredor Higuera, Jorge Armando",1.0
n345,"Guzman, David Diaz",2.0
n346,"Carolina Rodriguez, Deisy",1.0
n346,"Ocampo, Marisol",2.0
n346,"Mary Salazar, Luz",3.0
n346,"Alfonso Patarroyo, Manuel",4.0
n347,"Espitia Ramos, Norelis",1.0
n347,"Sierra Pineda, Isabel Alicia",2.0
n348,"Prieto Bocanegra, Brigitte M.",1.0
n348,"Gil Sosa, Johana Carolina",2.0
n348,"Madrid Simbaqueba, Diana Carolina",3.0
n349,"Osorio Angarita, Maria Alejandra",1.0
n349,"Moreno Canadas, Agustin",2.0
n350,"Melo Alarcon, Laura Rocio",1.0
n351,"Rojas Tamayo, Daniel",1.0
n352,"Luz Molina-Garzon, Alba",1.0
n352,"Moreno-Daza, Jonatan",2.0
n352,"Velasquez-Aponte, Daysi",3.0
n353,"Castano Garcia, Christian Camilo",1.0
n354,"Garcia Herrera, Janeth Alejandra",1.0
n355,"Manuel Barreto, Jose",1.0
n356,"Bonneuil, Chistophe",1.0
n356,"Fressoz, Jean-Baptiste",2.0
n357,"Cesar Gomez, Julio",1.0
n358,"Crahay, Anne",1.0
n359,"Enrique Rojas, Jorge",1.0
n360,"Juliana Ramirez-Velasco, Karoll",1.0
n361,"Gutierrez, Francisco",1.0
n362,"Hering Torres, Max S.",1.0
n363,"Munoz Valencia, Alejandro",1.0
n363,"Velasquez Quiroga, Jonatan",2.0
n363,"Lopez Arias, Javier Saddam Saddam",3.0
n363,"Chavarro Tibacan, Jhon",4.0
n363,"Duenas, Zulma",5.0
n364,"Parra Paris, Lisimaco",1.0
n365,"Chica, A.",1.0
n365,"Fuertes, A.",2.0
n366,"Palacio, German",1.0
n367,"Valderrama Castellanos, Diego Esteban",1.0
n368,"Duque Canas, Juan Pablo",1.0
n369,"Castillo Dussan, Cesar",1.0
n369,"Bautista Avellaneda, Manuel",2.0
n370,"Villada Castro, Carolina",1.0
n371,"Paloma, Gilberto Oviedo",1.0
n371,"Delgado, Jacqueline Benavides",2.0
n372,"Pulido Castelblanco, Diana Paola",1.0
n373,"Villamizar-Villegas, Mauricio",1.0
n373,"Pinzon-Puerto, Freddy A.",2.0
n373,"Ruiz-Sanchez, Maria Alejandra",3.0
n374,"Mendez-Toro, Arnold",1.0
n374,"Diaz-Brochero, Candida",2.0
n374,"Acosta-Gutierrez, Estivalis",3.0
n375,"Bedoya Rodriguez, Nicole",1.0
n375,"Hayakawa, Nobara",2.0
n376,"Ardila Gutierrez, Javier Ricardo",1.0
n377,"Chazal, Gerard",1.0
n378,"Cortes Prieto, Camilo Hernan",1.0
n379,"DE Sanctis, M.",1.0
n380,"Mojica Villamil, Alejandro",1.0
n381,"Mondragon Velasco, Diana Marcela",1.0
n382,"Ramirez, John",1.0
n382,"Tellez, Sandra",2.0
n382,"Rivera, Sergio",3.0
n383,"Tribin, Ana",1.0
n384,"Forero-Laverde, German",1.0
n385,"le Blanc, Guillaume",1.0
n386,"Pineda Repizo, Adryan Fabrizio",1.0
n387,"Salas Picon, Wilson Miguel",1.0
n387,"Valenzuela Bonilla, Elsa Beatriz",2.0
n387,"Prada Galvis, Alberto",3.0
n388,"Fremont, Christiane",1.0
n389,"Judith De la Hoz, Nelsa",1.0
n390,"Patricia Gamboa-Arevalo, Adriana",1.0
n391,"Martinez Heredia, Katia",1.0
n392,"Angel Macias, Mauricio Alberto",1.0
n392,"Gallini, Stefania",2.0
n393,"Aurelio Diaz, Jorge",1.0
n394,"Avellaneda, Luis",1.0
n394,"Monsalve, Juan",2.0
n394,"Rivera, Sergio",3.0
n395,"Granados Romero, Ana Maria",1.0
n396,"Palacios Amezquita, Amila",1.0
n397,"Palau-Castano, Luis Alfonso",1.0
n398,"Palau-Castano, Luis Alfonso",1.0
n399,"Urrego Betancourt, Yaneth",1.0
n399,"Castro Munoz, John Alexander",2.0
n400,"Camilo Misnaza, Andres",1.0
n401,"Alfonso Palau-Castano, Luis",1.0
n402,"Cruz, Edwin",1.0
n403,"Florez Leon, Laura",1.0
n404,"Bernal, Carlos",1.0
n405,"Buritica, Andres",1.0
n406,"Gonzalez Mongui, Pablo Elias",1.0
n407,"Arango Benjumea, Jhon Jaime",1.0
n407,"Carvajal Jaramillo, Javier Alberto",2.0
n407,"Montenegro Velandia, Wilson",3.0
n407,"Boyero Saavedra, Martin Ramiro",4.0
n407,"Guzman Monsalve, Veronica Tatiana",5.0
n407,"Montoya Monsalve, Cesar Alveiro",6.0
n408,"Garcia-Atencia, Sandy",1.0
n408,"Amat-Garcia, German",2.0
n409,"Ardila, Martha",1.0
n409,"Ivan Lozano, Jorge",2.0
n409,"Alejandra Quintero, Maria",3.0
n410,"Vargas-Calderon, Vladimir",1.0
n410,"Vargas Sanchez, Nelson A.",2.0
n410,"Calderon-Benavides, Liliana",3.0
n410,"Camargo, Jorge E.",4.0
n411,"Robledo Escobar, Natalia",1.0
n411,"Gutierrez Escobar, Laura",2.0
n411,"De la Hoz, Nelsa",3.0
n412,"Londono Portela, Gonzalo Ricardo",1.0
n412,"Patino Alvarez, Jorge Enrique",2.0
n412,"Rodriguez Zamora, Diego Stetid",3.0
n412,"Gil Rojas, Bernardo Rafael",4.0
n413,"Vaca Gonzalez, Claudia Patricia",1.0
n413,"Arteaga, Lucia",2.0
n413,"Delgado Lopez, Nidia Esperanza",3.0
n414,"Alvarado Trespalacios, Yira Beatriz",1.0
n414,"Rodero Acosta, Alma Lorena",2.0
n415,"Ochoa Diaz, Alex Gabriel",1.0
n415,"Paramo, Pablo",2.0
n416,"Zambrano-Cruz, Renato",1.0
n416,"Fernanda Mendez-Ramirez, Luisa",2.0
n417,"Mora Pacheco, Katherinne",1.0
n417,"Cortes Guerrero, Jose David",2.0
n418,"Camila Bermejo-Bejarano, Maria",1.0
n418,"Gonzalez-Guerrero, Isabel",2.0
n419,"Mora-Betancur, Gabriel",1.0
n420,"Ramirez Castaneda, Leila Nayibe",1.0
n420,"Prado Beltran, Olga Lucia",2.0
n421,"Tapias Hernandez, Cesar Augusto",1.0
n422,"Aldana Romero, Sergio Esteban",1.0
n423,"Mesa Suarez, Mariela Andrea",1.0
n424,"Nino Morales, Paula",1.0
n425,"Salge Ferro, Manuel",1.0
n426,"Zapata Martinez, Jorge Eduardo",1.0
n426,"Piamonte Palacio, Ana Milena",2.0
n427,"Ortega, Francisco",1.0
n428,"Henao Perez, Marcela",1.0
n428,"Lopez Medina, Diana Carolina",2.0
n428,"Arboleda Ramirez, Alejandra",3.0
n428,"Zea Osorio, Julian",4.0
n428,"Bedoya Monsalve, Sara",5.0
n429,"Scocozza, Carmen",1.0
n430,"Gualdron, Evelyn",1.0
n430,"Castillo, Edna",2.0
n431,"Portela Garcia, Sandra Carolina",1.0
n432,"Wager, Joseph",1.0
n433,"Rios, Jeronimo",1.0
n434,"Rios Duran, Maria Astrid",1.0
n435,"Xiomara Matta, Wanda",1.0
n436,"Aurelio Diaz, Jorge",1.0
n437,"Segura, Andres Segura",1.0
n438,"Gutierrez Ardila, Daniel",1.0
n439,"Velasquez Hernandez, Carlos Alberto",1.0
n439,"Prieto Ortiz, Flavio Augusto",2.0
n440,"Cabrera Ruiz, Juan David",1.0
n441,"Mosquera Rodas, Jhon Jairo",1.0
n442,"Moulier Boutang, Yann",1.0
n443,"Ospina Raigosa, Luis Eduardo",1.0
n444,"Sanabria Gomez, Segundo Abrahan",1.0
n445,"Chanchi, J.",1.0
n445,"Castro, J.",2.0
n445,"Gomez, C.",3.0
n446,"Zuluaga Trujillo, Jimena",1.0
n446,"Gomez Montero, Silvia Marcela",2.0
n447,"Ortiz Tobon, Sergio Elias",1.0
n447,"Ortiz Tuchi, Juan Pablo",2.0
n448,"Ramirez Bacca, Renzo",1.0
n449,"Ochoa Gutierrez, Luis Hernan",1.0
n449,"Vargas Jimenez, Carlos Alberto",2.0
n449,"Nino Vasquez, Luis Fernando",3.0
n450,"Gomez-Cano, Fabio",1.0
n450,"Soto, Johana",2.0
n450,"Restrepo, Silvia",3.0
n450,"Bernal, Adriana",4.0
n450,"Lopez-Kleine, Liliana",5.0
n450,"Ernesto Lopez, Camilo",6.0
n451,"Bonilla Garcia, Helver",1.0
n452,"Manrique Jaime, Andres Felipe",1.0
n453,"Mayorga Coy, Angie",1.0
n454,"Carlos Caita-Moreno, Juan",1.0
n455,"Castellanos Rodriguez, Luis Eduardo",1.0
n456,"Rueda, Natalia",1.0
n457,"Sepulveda Perdomo, Nicolas",1.0
n458,"Tamayo Arango, Alba Shirley",1.0
n459,"Manuel Garcia, Juan",1.0
n459,"Burbano Nova, Oscar Adrian",2.0
n460,"Rodriguez Jaime, Maria Fernanda",1.0
n461,"Zuluaga-Dominguez, Carlos M.",1.0
n461,"Quicazan, Marta",2.0
n462,"Copello, Maria Mercedes Maldonado",1.0
n463,"Torres Avila, Jheison",1.0
n464,"Tovar Pinzon, Hermes",1.0
n465,"Baron, Carlos",1.0
n465,"Rivera, Sergio",2.0
n466,"Aurelio Diaz, Jorge",1.0
n467,"Alfonso Palau-Castano, Luis",1.0
n468,"Burgos Silva, German",1.0
n469,"Cesar Tovar-Galvez, Julio",1.0
n470,"De Currea-Lugo, Victor",1.0
n471,"Robayo Romero, Camilo Alberto",1.0
n472,"Isabel Rojas-Triana, Maria",1.0
n472,"Gabriel Parra-Marino, Jeisson",2.0
n472,"Gutierrez-Ayala, Jhancarlos",3.0
n473,"Salcedo Serna, Marco Alexis",1.0
n474,"Cellurale, Mariateresa",1.0
n475,"Hernandez Arteaga, Isabel",1.0
n475,"Perez Munoz, Colombia",2.0
n475,"Rua Castaneda, Sohely",3.0
n476,"Ballen Vargas, Stephania",1.0
n476,"Fitzgerald Torres, John",2.0
n477,"Aurelio Diaz, Jorge",1.0
n478,"Castro Guiza, Omar Ernesto",1.0
n479,"Andres Ulloa, Carlos",1.0
n480,"Aurelio Diaz, Jorge",1.0
n481,"Valbuena-Duarte, Sonia",1.0
n481,"Andrea Marin-Tapia, Karina",2.0
n481,"Paola De la Hoz, Angely",3.0
n482,"Andres Calderon-Chaparro, Rafael",1.0
n482,"Vargas-Cuervo, German",2.0
n483,"Esteban Bolanos-Bernal, Sergio",1.0
n483,"Angarita-Moncaleano, Irma",2.0
n484,"Aurelio Diaz, Jorge",1.0
n485,"Eduardo Gama, Luis",1.0
n486,"Rubiano-Brinez, Melba",1.0
n486,"Eligio-Triana, Cesar",2.0
n487,"Blanco Cortina, David Jose",1.0
n488,"Arango, Julian",1.0
n489,"Mejia Quintana, Oscar",1.0
n490,"Mesa Suarez, Mariela Andrea",1.0
n491,"Salas Picon, Wilson Miguel",1.0
n491,"Perez Correa, Kethy Luz",2.0
n491,"Moreno Correa, Julio Cesar",3.0
n491,"Carrasco Tapias, Nayib",4.0
n491,"Valenzuela Bonilla, Elsa Beatriz",5.0
n492,"Crispin, Jairo",1.0
n493,"Parra Izquierdo, V.",1.0
n493,"Cifuentes Amortegui, S.",2.0
n493,"Avendano R, S.",3.0
n493,"Ponce de Leon, E.",4.0
n493,"Florez, C.",5.0
n493,"Reyes Medina, G.",6.0
n493,"Puentes M, F. E.",7.0
n493,"Ballesteros B, M.",8.0
n493,"Nunez, E. E.",9.0
n493,"Hemandez, M.",10.0
n493,"Kock, J.",11.0
n493,"Marquez, J. R.",12.0
n494,"Garzon Ospina, Luz Alexandra",1.0
n495,"Tutkal, Serhat",1.0
n495,"Busnelli, Valeria",2.0
n495,"Castelao-Huerta, Isaura",3.0
n495,"dos Santos, Fernanda Barbosa",4.0
n495,"Orozco, Luisa Fernanda Loaiza",5.0
n495,"Arcila, Duvan Rivera",6.0
n496,"Pulgarin, Elsa Mariana del Castillo",1.0
n497,"Ramos Arenas, Jaime",1.0
n498,"Marin Silva, Pedro",1.0
n499,"Marino Baracaldo, Paula Daniela",1.0
n500,"Petit, Philipe",1.0
n500,"Stiegler, Bernard",2.0
n501,"Rodriguez Perez, Enrique",1.0
n502,"Alexandra Montoya-Restrepo, Luz",1.0
n502,"Alonso Montoya-Restrepo, Ivan",2.0
n502,"Rojas-Berrio, Sandra",3.0
n503,"Amaya Leon, Wilman",1.0
n504,"Gallo Acosta, Jairo",1.0
n505,"Albuquerque Nobrega, Theresa C.",1.0
n506,"del Pilar Vasquez, Olga",1.0
n507,"Gutierrez-Sanin, Francisco",1.0
n508,"Jose Espinal-Palacio, Juan",1.0
n509,"Wiesner Ceballos, Diana",1.0
n509,"Puerto Parada, Ana",2.0
n509,"Galindo O, Maria Cecilia",3.0
n509,"Arriaga Salamanca, Daniel",4.0
n509,"Salazar Moreno, Diana",5.0
n510,"Ceron Caceres, Ana Maria",1.0
n511,"Alfonso-Roa, Oscar A.",1.0
n512,"Anzola Morales, Olga Lucia",1.0
n513,"Chaparro Silva, Alexander",1.0
n514,"David Castano-Roldan, Juan",1.0
n514,"Correa, Doris",2.0
n515,"Felipe Davila, Luis",1.0
n515,"Moreno, Carolina",2.0
n515,"Arias Acevedo, Cristian",3.0
n515,"David Vallejo, Jorge",4.0
n515,"Fajardo Puerta, Lorena",5.0
n515,"Alejandro Rivera, Luis",6.0
n515,"Duran Suarez, Paula",7.0
n516,"Contreras, O.",1.0
n516,"Nunez, F.",2.0
n517,"Trivino Bedoya, Catalina",1.0
n517,"Cordoba Vargas, Cindy Alexandra",2.0
n517,"Calderon, Javier Toro",3.0
n518,"Rodriguez, Carolina M.",1.0
n518,"Camila Coronado, Maria",2.0
n518,"Manuel Medina, Juan",3.0
n519,"Restrepo-Aristizabal, C.",1.0
n519,"Giraldo, L. M.",2.0
n519,"Giraldo, Y. M.",3.0
n519,"Pino-Perez, A. M.",4.0
n519,"Alvarez-Gomez, F.",5.0
n519,"Franco, C. A.",6.0
n519,"Tobon, J., V",7.0
n519,"Ascencio, J. L.",8.0
n519,"Zuluaga, M., I",9.0
n520,"Mariano Ramos-Canon, Alfonso",1.0
n520,"Carolina Castro-Malaver, Lady",2.0
n520,"Vanessa Padilla-Bello, Nelly",3.0
n520,"Alberto Vega-Posada, Carlos",4.0
n521,"Honorio Martinez, Jose",1.0
n522,"Ramirez-Cruz, Hector",1.0
n522,"Rojas, John Freddy Chaparro",2.0
n523,"Urbano-Noguera, Ruben-Dario",1.0
n523,"Estupinan-Duran, Hugo-Armando",2.0
n523,"Neira-Arenas, Gustavo",3.0
n524,"Herrera Castiblanco, Samuel Alberto",1.0
n525,"Moreno Mendez, Jaime Humberto",1.0
n525,"Giraldo Jimenez, Claudia Stefany",2.0
n525,"Avendano Prieto, Bertha Lucia",3.0
n526,"Suarez Garzon, Andres Camilo",1.0
n527,"Cepeda-Lopez, Freddy",1.0
n527,"Gamboa-Estrada, Fredy",2.0
n527,"Leon, Carlos",3.0
n527,"Rincon-Castro, Hernan",4.0
n528,"Fernanda Umbarila-Ortega, Maria",1.0
n528,"Sebastian Prado-Rodriguez, Juan",2.0
n528,"Nikolay Agudelo-Valencia, Rafael",3.0
n529,"Gil P, Sneider Alejandro",1.0
n529,"Espinosa B, Albeiro",2.0
n530,"Zalamea, Fernando",1.0
n531,"Aurelio Diaz, Jorge",1.0
n532,"Celis Giraldo, Jorge Enrique",1.0
n532,"Hendez Puerto, Norma Rocio",2.0
n533,"Peralta Sanchez, Juan David",1.0
n534,"Junco Villamizar, Nicols",1.0
n535,"Ramirez Sarmiento, Alba Lucia",1.0
n535,"Reyes, Carlos",2.0
n535,"Caceres, Diana",3.0
n535,"Lopez, Nidya",4.0
n535,"Pedrozo, Karen",5.0
n535,"Espitia, Angela",6.0
n535,"Rey, Diana",7.0
n535,"Bermon, Anderson",8.0
n535,"Pizarro, Camilo",9.0
n535,"Orozco-Levi, Mauricio",10.0
n536,"Marcela Varon-Ramirez, Viviana",1.0
n536,"Hernan Camacho-Tamayo, Jesus",2.0
n536,"Gonzalez-Nivia, Janeth",3.0
n537,"Vargas Capacho, Yazmin Jattin",1.0
n537,"Parada Jaimes, Wilmer David",2.0
n537,"Garzon Urbina, Freeman Alejandro",3.0
n537,"Riano Forero, Juan Carlos",4.0
n537,"Prado Fula, Jojan Daniel",5.0
n537,"Cardona Duarte, Sergio Rene",6.0
n537,"Martinez Ortiz, Cesar Alonso",7.0
n538,"Manrique Arcila, Marloly",1.0
n539,"Valbuena Duarte, Sonia",1.0
n539,"Rodriguez Gonzalez, Dariana",2.0
n539,"Viviana Tavera, Andrea",3.0
n540,"Zalamea, Fernando",1.0
n541,"Aguirre-Davila, Eduardo",1.0
n542,"Medina Gutierrez, Felipe",1.0
n543,"Satizabal Atehortua, Carlos Eduardo",1.0
n544,"Trujillo-Gallego, Mariana",1.0
n544,"Sarache, William",2.0
n545,"Estrada Mesa, Diego Alejandro",1.0
n545,"Espinal Correa, Claudia Elena",2.0
n546,"Becerra, Gabriel Cabrera",1.0
n547,"Beltran Villegas, Miguel Angel",1.0
n548,"Fuerte Posada, Andres",1.0
n549,"Katherine Acho-Martinez, Marvin",1.0
n549,"Joya-Valbuena, Daniela",2.0
n549,"Carolina Pardo-Rojas, Laura",3.0
n550,"Marulanda Valencia, Flor Angela",1.0
n550,"Montoya Restrepo, Ivan Alonso",2.0
n550,"Velez Restrepo, Juan Manuel",3.0
n551,"Palau-Castano, Luis Alfonso",1.0
n552,"Uribe Botero, Angela",1.0
n553,"Galindo, J.",1.0
n553,"Salazar, C.",2.0
n553,"Henao, L.",3.0
n554,"Lucia Tovar, Raquel",1.0
n555,"Posada Morales, Juan Esteban",1.0
n556,"Castaneda-Millan, David",1.0
n556,"Barros-Valderrama, Darwin",2.0
n556,"Camacho-Nieto, Diego",3.0
n556,"Riveros, Carlos A.",4.0
n556,"Alzate-Granados, Juan",5.0
n556,"Salgado-Tovar, Javier",6.0
n556,"Donoso-Donoso, Wilfredo",7.0
n557,"Garavito Gonzalez, Leonardo",1.0
n557,"Rozo, Edna",2.0
n558,"Mendez-Toro, Arnold",1.0
n558,"Linares-Vaca, Andres Felipe",2.0
n559,"Cardenas-Martinez, Karen Johanna",1.0
n559,"Grueso-Mariaca, Derly",2.0
n559,"Vargas-Casanova, Yerly",3.0
n559,"Bonilla-Velasquez, Laura",4.0
n559,"Estupinan, Sandra Monica",5.0
n559,"Parra-Giraldo, Claudia Marcela",6.0
n559,"Leal, Aura Lucia",7.0
n559,"Rivera-Monroy, Zuly Jenny",8.0
n559,"Garcia-Castaneda, Javier Eduardo",9.0
n560,"Mayorga Henao, Jose Mario",1.0
n560,"Hernandez Ortega, Laura Milena",2.0
n560,"Camila Lozano, Maria",3.0
n561,"Camero, Diana Maria Farias",1.0
n562,"Avila Canamares, Ignacio",1.0
n563,"Carlos Mendoza-Collazos, Juan",1.0
n564,"Dagognet, Francois",1.0
n565,"Molano-Barrera, Diana",1.0
n565,"Gonzalez-Consuegra, Renata",2.0
n566,"Ricardo Villar-Uribe, Jose",1.0
n567,"Gutierrez Rivera, Lirio",1.0
n568,"Santana-Rivas, Daniel",1.0
n569,"Alfonso Palau-Castano, Luis",1.0
n570,"Alfonso Palau-Castano, Luis",1.0
